census_id,name,address,city,county,cad_account,units,sponsor,species,tier,traveling,current_status,appraised_value,tax_at_stake,tax_basis,kill_regime,kill_date,exemption_status,litigation,confidence,gaps_n
TX-62-3875,AVAYA STEEPLECHASE   [LANDINGS AT STEEPLECHASE],9001 JONES RD,Houston,Harris,1152910000003,290,Pecos Housing Finance Corporation,HFC,1,yes,unknown,28349523.0,652039,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-7604,Sterling Point Apartments,6550 HILLCROFT ST,Houston,Harris,0915120000002,921,Pecos Housing Finance Corporation,HFC,1,yes,unknown,55124704.0,1267868,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,cross-validated,3
TX-63-2762,HOLLYVIEW,5555 HOLLY VIEW DR,Houston,Harris,1140480000003,324,Pecos Housing Finance Corporation,HFC,1,yes,unknown,26778775.0,615912,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-1618000,BROADMEAD AT THE MED,2801 BROADMEAD DR,Houston,Harris,0440890000002,235,Pecos Housing Finance Corporation,HFC,1,yes,unknown,24350727.0,560067,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-3602,RESIDENCES 2727,2727 ELMSIDE DR,Houston,Harris,1101420000027,171,Pecos Housing Finance Corporation,HFC,1,yes,unknown,23201514.0,533635,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-3968,REDSTONE VISTA APARTMENTS,22715 IMPERIAL VALLEY DR,Houston,Harris,1143120000016,274,Pecos Housing Finance Corporation,HFC,1,yes,unknown,17431573.0,400926,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-3422,RANCH AT CHAMPIONS  (CHAMPIONS WOODS),6830 CHAMPIONS PLAZA DR,Houston,Harris,1152820010002,186,Pecos Housing Finance Corporation,HFC,1,yes,unknown,15389303.0,353954,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-2691,STERLING POINTII,6500 DUNLAP ST,Houston,Harris,0915120000001,258,Pecos Housing Finance Corporation,HFC,1,yes,unknown,14619580.0,336250,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-3426,51 TEN TOWNHOMES,5110 AZALEA TRACE DR,Houston,Harris,1155540000006,256,Pecos Housing Finance Corporation,HFC,1,yes,unknown,14169736.0,325904,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-769531,ROLLINGWOOD,670 MAXEY RD,Houston,Harris,0432110000031,211,Pecos Housing Finance Corporation,HFC,1,yes,unknown,11910618.0,273944,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-1533925,AVENUE M AT 1620 OAK TREE,1620 OAK TREE DR,Houston,Harris,0670450130001,90,Pecos Housing Finance Corporation,HFC,1,yes,unknown,11152055.0,256497,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-62-563,AVENUE M APARTMENTS,1720 CRESTDALE DR,Houston,Harris,0670450120001,75,Pecos Housing Finance Corporation,HFC,1,yes,unknown,10569630.0,243101,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-2997,CIMARRON  PARKWAY  APARTMENTS,22022 CIMARRON PKY,Katy,Harris,0431360000012,272,Pecos Housing Finance Corporation,HFC,1,yes,unknown,28932886.0,665456,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-3356,DONOVAN VILLAGE,601 W DONOVAN ST,Houston,Harris,0410500030210,78,Pecos Housing Finance Corporation,HFC,1,yes,unknown,6360920.0,146301,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-62-3376,STATION,4411 FULTON ST,Houston,Harris,0503360000001,60,Pecos Housing Finance Corporation,HFC,1,yes,unknown,4259107.0,97959,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-2765,LEGACY AT CYPRESS,11111 GRANT RD,Cypress,Harris,1204450010001,422,Pecos Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,5
TX-63-3331,SHENANDOAH WOODS  APARTMENTS,4250 W 34TH ST,Houston,Harris,0432050010030,232,Pecos Housing Finance Corporation,HFC,1,yes,unknown,3791593.0,87207,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-4066,ASPENWOOD APARTMENTS,2121 PECH RD,Houston,Harris,0731710060001,208,Pecos Housing Finance Corporation,HFC,1,yes,unknown,1304620.0,30006,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-1562762,THE MELROSE,712 PINEMONT DR,Houston,Harris,0410500030295,88,Pecos Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,5
TX-62-3993,CANDLELIGHT ESTATES,818 PINEMONT DR,Houston,Harris,0410500030677,68,Pecos Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,5
TX-63-3280,BRIDGEWATER,1110 GRAHAM DR,Tomball,Harris,0430440000033,206,Pecos Housing Finance Corporation,HFC,1,yes,unknown,22393342.0,515047,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-63-389916,TESSA AT KATY,150 COBIA DR,Katy,Harris,1346160110001,329,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,12299612.0,282891,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-63-1096762,MASON PARK APARTMENTS,222 MASON CREEK DR,Katy,Harris,1290900010001,312,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,5662800.0,130244,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-63-2664,BROADSTONE MEMORIAL PARK,7655 WASHINGTON AVE,Houston,Harris,1501110010001,356,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,74431715.0,1711929,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-62-1170459,PINES AT WOODCREEK,21021 ALDINE WESTFIELD RD,Houston,Harris,1366080010001,330,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,39110163.0,899534,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-63-558869,,3616 RICHMOND AVE,Houston,Harris,1259690010001,289,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,18121375.0,416792,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-62-4440,GROVE EAST APARTMENTS,9300 N SAM HOUSTON PKY E,Humble,Harris,1418430010003,324,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,48078455.0,1105804,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-63-3007,CRAWFORD AT GRAND MORTON,23223 FIRST PARK DR,Katy,Harris,1382510020001,336,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,5227864.0,120241,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-63-8262,PORTICO KIRBY,7550 KIRBY DR,Houston,Harris,1195230010001,263,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,16838245.0,387280,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-63-393756,BEVERLY AT SHADOW LAKE APTS,3030 SHADOWBRIAR DR,Houston,Harris,1198290000001,624,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,13380636.0,307755,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-62-3038,,,La Porte,Harris,,,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,seed,3
TX-63-2717,CORTLAND WEST CHAMPIONS [B2-LAND],12330 N GESSNER RD,Houston,Harris,1264610010002,336,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,8984116.0,206635,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-62-4478,THE PIERPONT,23770 SPRINGWOODS VILLAGE PKY,Spring,Harris,1367340010001,354,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,44500000.0,1023500,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-63-3697,CORTLAND WEST CHAMPIONS   [TRADEWINDS],12331 N GESSNER RD,Houston,Harris,1285630010002,374,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,7842778.0,180384,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-62-1184067,GROVE EAST APARTMENTS,0 N SAM HOUSTON PKY E,Humble,Harris,1418430010001,,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,303260.0,6975,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-62-919380,The Sarah at Lake Houston,17571 W LAKE HOUSTON PKY,Humble,Harris,1416560010001,350,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,58104208.0,1336397,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,cross-validated,4
TX-63-1171213,ROYAL SPRING APARTMENTS,4910 SPRING CYPRESS RD,Spring,Harris,1411560010001,351,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,5453710.0,125435,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-62-3188,REGATTA BAY,2555 REPSDORPH RD,Seabrook,Harris,1233190010001,240,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,26808850.0,,,HA-specific (Ch.392 §392.005 — no HB21/HB2071 statutory cliff),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3
TX-63-2885,"TAYLOR AT COPPERFIELD, THE.",9125 HIGHWAY 6 N,Houston,Harris,1240060010001,504,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,50406000.0,,,HA-specific (Ch.392 §392.005 — no HB21/HB2071 statutory cliff),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3
TX-62-921094,THE ESTABLISHMENT,2235 WINROCK BLVD,Houston,Harris,1010030000003,315,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,30571875.0,,,HA-specific (Ch.392 §392.005 — no HB21/HB2071 statutory cliff),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3
TX-63-2465,LA PRIMAVERA    [HUNTER'S CHASE],10000 HAMMERLY BLVD,Houston,Harris,1020750000004,328,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,23288578.0,,,HA-specific (Ch.392 §392.005 — no HB21/HB2071 statutory cliff),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3
TX-63-2485,BARCELONA,6434 ELLA LEE LN,Houston,Harris,0953780000005,127,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,10427806.0,,,HA-specific (Ch.392 §392.005 — no HB21/HB2071 statutory cliff),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3
TX-63-2583,,,Houston,Harris,,,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,,,,HA-specific (Ch.392 §392.005 — no HB21/HB2071 statutory cliff),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,seed,3
TX-63-2618,,,Houston,Harris,,,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,,,,HA-specific (Ch.392 §392.005 — no HB21/HB2071 statutory cliff),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,seed,3
TX-63-4482,,,Houston,Harris,,,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,,,,HA-specific (Ch.392 §392.005 — no HB21/HB2071 statutory cliff),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,seed,3
TX-NEW-HARRIS-1,THE CROSSINGS AT ST CHARLES PLACE,5505 PINE ST,Houston,Harris,0370630000029,48,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,3786384.0,87087,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge,single-source,4
TX-NEW-HARRIS-2,TURTLE POINTE,8162 RICHMOND AVE,Houston,Harris,0420510000007,280,La Villa Housing Finance Corporation,HFC,1,yes,unknown,18729290.0,430774,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort; Bexar AD suit; TWHC coalition,single-source,4
TX-NEW-HARRIS-3,TURTLE POINTE,3401 DUNVALE RD,Houston,Harris,0420510000032,152,La Villa Housing Finance Corporation,HFC,1,yes,unknown,10661350.0,245211,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort; Bexar AD suit; TWHC coalition,single-source,4
TX-NEW-HARRIS-4,"ARDEN CYPRESS STATION, THE",905 CYPRESS STATION DR,Houston,Harris,0421850000661,448,Pecos Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,5
TX-NEW-HARRIS-5,MONTABELLA AT OAK FOREST,3424 W 34TH ST,Houston,Harris,0432050010043,,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,187996.0,4324,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-NEW-HARRIS-6,VINTAGE AT 18TH STREET  [OAKS OF TIMBERGROVE],1700 SEASPRAY CT,Houston,Harris,0440840000080,372,Pecos Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,5
TX-NEW-HARRIS-7,THE CROSSINGS AT BERKELEY SQUARE,5900 N BRAESWOOD BLVD,Houston,Harris,0954020000003,152,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,15241474.0,350554,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge,single-source,4
TX-NEW-HARRIS-8,PROVIDENCE AT HEIGHTS,2400 HACKETT DR,Houston,Harris,1041260000001,196,La Villa Housing Finance Corporation,HFC,1,yes,unknown,19068846.0,438583,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort; Bexar AD suit; TWHC coalition,single-source,4
TX-NEW-HARRIS-9,PRESERVE AT WESTCHASE APTS,10615 MEADOWGLEN LN,Houston,Harris,1127650000005,480,Maverick County Housing Finance Corporation,HFC,1,yes,unknown,0.0,,,HB21 §13(i),2027-01-01,,"Missouri City v. Maverick County HFC (Fort Bend 268th, TRO); Fort Worth effort; Bexar AD suit; TWHC coalition",single-source,3
TX-NEW-HARRIS-10,HAYSON CREEK,411 HIGHLAND CROSS DR,Houston,Harris,1143120000015,236,La Villa Housing Finance Corporation,HFC,1,yes,unknown,13456324.0,309495,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort; Bexar AD suit; TWHC coalition,single-source,4
TX-NEW-HARRIS-11,MEYER FOREST APTS,9701 MEYER FOREST DR,Houston,Harris,1175190000001,345,Maverick County Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,"Missouri City v. Maverick County HFC (Fort Bend 268th, TRO); Fort Worth effort; Bexar AD suit; TWHC coalition",single-source,4
TX-NEW-HARRIS-12,PEARCE ON THE LAKE APARTMENTS,900 HENDERSON AVE,Webster,Harris,1178550000001,440,Pecos Housing Finance Corporation,HFC,1,yes,unknown,55870649.0,1285025,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-NEW-HARRIS-13,,0 RICHMOND AVE,Houston,Harris,"1192330010003, 1198290000002",,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,5072.0,117,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-NEW-HARRIS-14,DOMINION SQUARE AT OAK FOREST APARTMENTS,1001 PINEMONT DR,Houston,Harris,1224150010001,136,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,4355220.0,100170,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,4
TX-NEW-HARRIS-15,KINGS COVE,4920 MAGNOLIA COVE DR,Humble,Harris,1286830010001,192,La Villa Housing Finance Corporation,HFC,1,yes,unknown,24222040.0,557107,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort; Bexar AD suit; TWHC coalition,single-source,4
TX-NEW-HARRIS-16,SOMMERALL STATION APARTMENTS,6777 SOMMERALL DR,Houston,Harris,1294240010001,368,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,6528380.0,150153,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-NEW-HARRIS-17,HEIGHTS WATERWORKS APARTMENTS,515 W 20TH ST,Houston,Harris,1394150010001,309,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,5
TX-NEW-HARRIS-18,15TH STREET FLATS APARTMENTS,1414 N SHEPHERD DR,Houston,Harris,1403490010001,337,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,5
TX-NEW-HARRIS-19,27 SEVENTY LOWER HEIGHTS,2770 SUMMER ST,Houston,Harris,1440390000001,375,Maverick County Housing Finance Corporation,HFC,1,yes,unknown,0.0,,,HB21 §13(i),2027-01-01,,"Missouri City v. Maverick County HFC (Fort Bend 268th, TRO); Fort Worth effort; Bexar AD suit; TWHC coalition",single-source,3
TX-36-1273141,Jovie Belterra Apartments,"167 Hargraves Dr, Dripping Springs, TX 78620",Dripping Springs,Hays,R179726,150,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,35500000.0,816500,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Not a named party to Hays County v. Pecos HFC & Pleasanton HFC (25-1185-DCB) -- that suit and TRO name only Pecos HFC and Pleasanton HFC. Edcouch Community HFC's Hays County holdings (this property and TX-NEW-HAYS-1/2/3) are not confirmed to be covered by that TRO, yet this account is nonetheless carried fully taxable on both the TY2025 and TY2026 roll -- see kill_analysis and gaps.",single-source,4
TX-36-861336,,,San Marcos,Hays,,,Pecos Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,"Hays County v. Pecos Housing Finance Corporation & Pleasanton Housing Finance Corporation, Case No. 25-1185-DCB (filed 4/30/2025, Hays Co. Dist. Ct.) -- Hays County / City of San Marcos sought and obtained a TRO to stop Hays CAD from granting ad valorem exemptions on Pleasanton HFC's and Pecos HFC's San Marcos & Kyle multifamily properties. County Judge Ruben Becerra: proposed exemptions would pull >$227-230M off local rolls, ~$500K/yr county loss alone. 5/5/2025 hearing not held per public reporting; action may be refiled/pending. (Sources: The Real Deal 4/30/2025; KXAN; Pleasanton Express; sponsors/pleasanton-hfc.md, sponsors/pecos-ha.md)",seed,3
TX-36-2275,Vantage at Plum Creek Apartments,"4925 Cromwell Dr, Kyle, TX 78640",Kyle,Hays,R132408,,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,38000000.0,874000,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Hays County v. Pecos Housing Finance Corporation & Pleasanton Housing Finance Corporation, Case No. 25-1185-DCB (filed 4/30/2025, Hays Co. Dist. Ct.) -- Hays County / City of San Marcos sought and obtained a TRO to stop Hays CAD from granting ad valorem exemptions on Pleasanton HFC's and Pecos HFC's San Marcos & Kyle multifamily properties. County Judge Ruben Becerra: proposed exemptions would pull >$227-230M off local rolls, ~$500K/yr county loss alone. (Sources: The Real Deal 4/30/2025; KXAN; Pleasanton Express; sponsors/pleasanton-hfc.md, sponsors/pecos-ha.md); This account (Kyle) falls within the Hays suit's named subject matter (Pleasanton HFC Kyle & San Marcos properties) and shows zero exemption on the roll in both years since acquisition, consistent with the TRO blocking Hays CAD from granting the exemption.",single-source,2
TX-36-186,The Lodge in San Marcos,"1975 Aquarena Springs Dr, San Marcos, TX 78666",San Marcos,Hays,R100679,258,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,38600000.0,887800,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Hays County v. Pecos Housing Finance Corporation & Pleasanton Housing Finance Corporation, Case No. 25-1185-DCB (filed 4/30/2025, Hays Co. Dist. Ct.) -- Hays County / City of San Marcos sought and obtained a TRO to stop Hays CAD from granting ad valorem exemptions on Pleasanton HFC's and Pecos HFC's San Marcos & Kyle multifamily properties. County Judge Ruben Becerra: proposed exemptions would pull >$227-230M off local rolls, ~$500K/yr county loss alone. (Sources: The Real Deal 4/30/2025; KXAN; Pleasanton Express; sponsors/pleasanton-hfc.md, sponsors/pecos-ha.md); This account (San Marcos) falls within the Hays suit's named subject matter and shows zero exemption on the roll for both years since acquisition, consistent with the TRO.",single-source,2
